,날짜,리뷰,평점
384,2019.11.16 23:37,그렇게 도쿄는 베네치아가 되었다...,6
385,2019.11.16 22:54,신해성감독만수무강,10
386,2019.11.16 15:28,재밌어요 너의이름은 처럼 큰 여운과 전률을 남기지 않지만 재밌게봤던것같아요,10
387,2019.11.13 20:38,"전작은 역대급이었고, 이번에는 다른의미로 역대급이었다.",3
388,2019.11.12 13:15,"너의 이름은 보고, 바로 영화관에서 봤습니다. 행복합니다",10
389,2019.11.10 15:18,영상미나 ost 부분은 아름답지만솔직히 개인적으로는 이해가 되지않는 부분이 많아서 힘듦었습니다.더욱 이해가 되지않는 부분은 영화관에서 눈물?을 보이며 집중 하는 몇몇 분들이 있고 인생영화라는 사람이 있어서 내가 이상한건가 라는 생각을 하게 됩니다. 차라리 ost를 뮤직비디오로 편집해서 본다면 좋을듯 ,1
390,2019.11.10 12:49,너무 울었어여 ㅠㅠ 다음에 또 볼거에여,10
391,2019.11.08 14:01,음악과 영상미는 좋지만 스토리는 글쎄..,6
392,2019.11.03 23:24,개인적으로 너의 이름은 보다 더 여운이 남는 영화인거 같아요,10
393,2019.11.03 21:49,애니를 별로 좋아하진 않지만 엄청난 작화와 마지막 클라이맥스에선 온몸에 소름이돋을정도로 좋았다 재밌었고 한번 더 보고싶은 영화,10
394,2019.11.03 19:51,개핵노잼 ㅋㅋ 중2병에 도시병걸린 애새끼가 도쿄로 가출해서 온갖 범법은 다 싸지르고 다니는데 경찰이 애새끼 하나를 못잡아서 결말도 못찾는 노답영화 ㅋㅋㅋ 총은 왜 나온건지 1도 모르겠고ㅋㅋ,2
395,2019.11.03 13:30,너의이름은 너무 재밌게 봤는데 이건 ㄹㅇ ㅈ노잼,2
396,2019.11.02 13:19,솔직히 그냥 딱 6점대가 적당한듯...? 작화 좋았고 ost들도 다 괜찮았고... 근데 초반에 점쟁이 할머니샊이가 스포를 오지게 해서 결말 바로 느낌 왔고... 걍 애매함. 그냥 아무생각 없이 진짜 머리통에 생각이란...,6
397,2019.11.01 21:24,어라..? 갑자기 눈물이....,6
398,2019.11.01 21:07,난 보는 도중 울었다 눈물나더라,10
399,2019.10.31 20:38,하고 싶은 이야기가 뭔지 모르겠다. 스토리가 엉성하고 다소 난잡하다. 전작을 재밌게 봐서 기대했지만 실망했다.,6
400,2019.10.31 19:01,뭔가 몽환적인데 별로임,4
401,2019.10.31 16:42,"영상미,ost는 역시 말할것도 없고 진짜 오졌음. 하지만 스토리가 너무 아쉬움 스토리가 매우 가볍다? 얇다? 라는 느낌을 받음 . 개연성도 부족하고",6
402,2019.10.31 13:00,무책임한 서사. 작화는 늘 아름답지만 신카이 마코토의 영화를 보고 실망하기는 처음이다.,6
403,2019.10.31 07:30,이거 보고 오열했어요 너무 슬프고 웃기고 재밌고 현실감있고 그림체가 생생하게 느껴지고 너무 재밌어요 날씨를 주제로 한 영화는 처음봤어요 너무 재밌었고 다음에 또 보러갈거예요,10
404,2019.10.31 00:28,이 영화의 관전 포인트는도쿄침몰이다.,10
405,2019.10.30 23:37,진짜 연개성 너무떨어지고 너무 완성도 낮고 영상미는 좋았으나 스토리를 너무너무너무어너어무 개판으로짬,1
406,2019.11.23 21:11,느그 김지영보다 10000배 재밌습니다,10
407,2019.11.20 19:33,재미없다는사람 이해 안됨,10
408,2019.11.16 21:03,"배경지로 설정된 카부키쵸는 애초에 환락가로 유명한 곳이며, 실제 작년 한해 일어난 총기사건만 6건입니다. 현지 사람들은 고증 잘 됐다고 하는데 뜬금없이 총이냐며 까는 사람들을 위해서 적습니다.",8
409,2019.11.16 15:37,개인적으로 너의 이름은보다 훨씬 재미있게 봤고 평소에 똑같은 영화 여러 번 안 보는 편인데 이건 이제 3번째 봅니다 영화관에서는 더더욱 여러 번 안 보는데 ost 들으면 또 보고 싶어지고 봐도 보고 싶어지고 무한 반복입니다.... 꼭 보세요 이 시국 거리면서 안 보면 후회합니다 신카이 마코토 감독님 몇 안 되는 친한파인 일본인입니다! ,10
410,2019.11.16 14:38,"작화랑 ost랑 감정선은 좋았는데 음.. 뭐랄까 그동안 신카이 마코토 감독이 스토리로 욕 많이먹긴 했어도 이번엔 진짜 최악에 가깝긴 함.. 등장인물들 간의 이야기가 너무 개연성이 떨어지니까 사실 몰입하기가 좀 난해하기도 하고, 좋은 주제의식을 고작 이렇게밖에 표현 못하나 싶기도 했음. 전작들에선 확실히 세계의 폭력성과 개인의 투쟁이라는 느낌이 들었는데 이번 작에선 그냥 사춘기 소년의 방황 정도로밖에 안느껴질 정도로 전달력도 떨어지고.. 음.. 전체적으론 아쉽지만 그래도 감독 팬이라서 평점 낮게 줄 수는 없고 ㅠㅠ ",8
411,2019.11.14 18:14,재밌어요 2번보고 3번보고 싶어요,10
412,2019.11.12 10:10,"개연성.... 의미라... 한사람의 상상력을 보는 것에 왜 그런 시점에서 보는지 이해가 안가네 말 많아서 보고왔더니 재밌던데, 왜 도쿄로 왔냐 읭? 답답해서 왔다잖아, 그럼 전쟁이란걸 잘 모르는 훗날의 세대는 하울 보고 전쟁 왜남? 이러겠지.. 캐스퍼는 왜 하늘에서 떨어졌지 부터 모든게 의문이고 떡밥아님..? 내가 보기엔 둘의 사랑을 집중적으로 보여주고 싶어서  여자아이 엄마가 아픈이유 남자애가 도쿄에 온이유 담배끊은 중년남성의 아내 이야기 부터 다 거르고 보여준거 같은데 ㅋㅋㅋ 이거 만화가 아니고 영화임ㅋㅋㅋ 요즘 영화보는거 보면 먼저 떡밥 찾고 내가 맞다 했지? 라면서 이런걸로 행보가즘 느끼는 사람들 많던데 말 그대로 날씨의 아이의 이야기임, 제대로 이해 못한거임 ",10
413,2019.11.11 01:41,나에게 어둠을 보여준 사회가 아니라.나에게 빛을 보여준 사람을 선택할꺼야.그 사람과 함께라면 이 세상따윈 아무래도 상관없어,10
414,2019.11.10 01:37,애니를 내 돈주고 영화관에서 보는 것이 처음인데 생각보다 정말 좋았다 내 돈 주고 봐도 안 아까울 영화에 손 꼽힌다 정말 작가님이 대박이신거같다,10
415,2019.11.08 16:51,"맑음소녀는 날씨를 맑게 해주는 능력이 있고, 저는 마음이 슬프면 하늘도 흐리고 비가 오던데 뭔가 공감가고 감동적인 영화입니다.",10
416,2019.11.08 08:49,나는 당신이 전하고자 하는 것이 뭔지는 모르지만 나에겐 감동이었으니 설정이 뭐든 어떻든 난 좋았다! 공감하면 따봉 눌러주세요 헤,10
417,2019.11.06 23:01,기성세대들이 만들어낸 세상에서 집단을 위해 희생이 강요되는 아이들에게 보내는 격려와 같은 영화,10
418,2019.11.05 22:41,이제 마냥 비오는 날이 싫지만은 않을것 같다.,10
419,2019.11.05 16:21,음.... 더 이상의 j 애니매이션은 없다.. 너무 뻔하고 실망스럽다...ㅠㅠ,1
420,2019.11.03 23:46,나혼자 울었나봐요... 큰 기대 없이 봤다가 울컥...,10
421,2019.11.03 22:28,만원이 적은 돈은 아니지만 꼭 영화관에서 시청하시길 권유드립니다,10
422,2019.11.01 21:06,나는 세카이계 작품을 정말 좋아한다. 주인공과 히로인 두명의 이야기에 세계의 운명이나 종말을 잔뜩 끌어들인 후 아무렇지 않게 세상을 내던져버리는 호쾌함이 좋다. 신채호 선생님은 세계가 아와 비아의 투쟁이라고 표현하였...,10
423,2019.11.16 09:21,대작이다....ㄷㄷ,10
424,2019.11.14 04:01,권총이 왜 등장했는지 이해 못한다는 사람들은 그냥 영화해석 능력이 없는거임. 고등학생이라는 어린 나이에도 지켜주는 사람 하나 없고 말을 들어 주지도 않는 세상에 대한 반항의 &#39;장치&#39;인거지. 평소엔 말을 들어 주지도 않다가 권총을 들어야 그제서 말을 들어주는 안타까운 현실. ,10
425,2019.11.04 19:48,전작에 비해 별로였어요. 지루하기도 했고 억지스러운 일본 감성...,1
426,2019.10.31 18:47,OST 와 영상미야 좋은데 흠.. 나머지가 좀..,4
427,2019.10.31 11:42,너무재미없어서 놀람 잠들었는데 사운드때문에 깨서 더짜증남 그냥 진짜 엄청 재미가업ㄱ음감동따위없어,1
428,2019.10.31 10:52,너무 실망스러움.. 영상미랑 음악 좋다해서 스토리 구려도 그거만 좋으면 봐야지 했는데 그냥 전형적인 일본 스탈; 너무 뻔하고 진부하고 스토리도 뭔 얘길 하고 싶어하는지 모르겠음... 일본 감성 예쁘다고 생각해왔는데 이번건 너무 촌스럽다고 느꼈음 ,1
429,2019.11.16 06:47,여운이남아서 또보러갑니다,10
430,2019.11.07 00:13,날씨의 아이 평점 10점 미만 준 애들 쳐나오라고 말하고 싶을 정도로 너무 좋았음,10
431,2019.10.31 13:47,이 시국드립좀 작작해라. 불매운동하는건 뭐라 안하겠는데 불매운동안한다고 매국노몰이 하는건 아니지.신카이감독이 한국에 대해 좋으면 좋게봤지혐일감독도 아닌데 이시국드립ㅉㅉ,10
432,2019.11.16 14:46,なんだと言えばいいか???。なんか面白くなかった。,6
433,2019.11.04 19:24,내용을 만들어 가기위해 열거하는 스토리들이 전혀 개연성이 부족해서 이해가 가질 않고 그래서 감동도 전혀 느껴지지 않는다 화가난다,1
434,2019.10.31 23:49,'맑음 소녀'는 내 얼굴에서 비가 그치게 두지 않았다.,10
435,2019.10.30 18:10,영화 후반에 그랜드 이스케이프 하이라이트가 나올때 소름돋아 나도모르게 눈물이 흘려내렸다....,10
436,2019.10.30 17:38,믿고보는 작화+영상과 노래가 겹쳐서 연출될때마다 느껴지는그 소름은 신카이 마코토만의 영상미가 제대로 느껴지는 부분입니다.,10
437,2019.11.03 03:39,시국이 형은 나가있어 두l지기싫으면,10
438,2019.10.30 10:24,아름다웠지만 뭔가 아쉬웠던 영화중간에 타키와 미츠하가 나올 때 전작이 생각났고 결말은 솔직히 놀랐다. 상상도 못한 결말~,8
439,2020.06.07 13:05,날씨의 아이는 전설이다 =v=,10
440,2020.06.05 13:11,깊게 알아봐야 이해되는 갓작품.많은 의미가 담겨있는 작품입니다.,10
441,2020.05.31 19:44,중2병걸린 영화개연성과 스토리는 태풍 속으로,2
442,2020.05.27 18:34,애니는 역시 일본말로 봐야됨..몰입과 감동이 반으로 줄어든다..요번에 더빙은 잘한편이긴하지만 그래도 어쩔수없음...배급사에서는 애들도 봐야되고 흥행때문에 더빙은 어쩔수  없겄지요,8
443,2020.05.13 12:02,내 기준으로는 영화 내용 등 연기도 너무 좋았고 진짜 너무 재밌어서 재상영 할 때 2번이나 봤는데 또 보고 싶다... ㅠㅜ 진짜 완전 내 인생작...감독님 완전 사랑해요 ㅠㅜ!!,10
444,2020.05.13 11:32,눈뽕용으로는 진짜 극강임에는 틀림없고 스토리가 별로라는사람이 많은데 스토리는 괜찮음 정확히는 스토리가아니고 개연성이 너무떨어짐,9
445,2020.05.12 17:23,,10
446,2020.05.12 02:22,너무 여운이 남네요 재밌게봤어요5,10
447,2020.05.07 00:22,“ 만약 하느님이 계신다면 부탁드려요 이제 충분해요 이제 괜찮아요 저희는 어떻게든 해내갈수 있어요그러니까 이 이상 저희에게 아무것도 주지 마시고 저희에게 아무것도 빼앗아 가지 말아주세요하느님 부탁드려요 저희를 쭉 이대로 있게 해주세요 “ ,10
448,2020.05.06 14:18,스토리는 안타깝지만 영상미라든가 OST는 좋은데...평점 테러 극혐,10
449,2020.05.05 16:35,"ㄴㄴ 이 영화는 호다카나 히나한테 우리를 대입하지 말고 스가한테 대입해야함. 대를 위한 소의 희생보단 어른들의 청소년에 대한 무관심과 &#39;너희는 어리니까 아무것도 몰라&#39;라는 식의 무시가 청소년들을 어디로 내모는지, 그리고 그 사이에서 청소년들은 어떤 선택을 하는지에 대해 생각해보면서 보면 좋겠음. ",10
450,2020.05.05 14:39,너무재밌음. 너의이름은보다 나으면 나았지 꿇리지는 않음,10
451,2020.05.05 01:47,"너 혼자 모든 짐을 짊어 질 필요 없고, 이 상황은 모두 네 탓이 아니라고 말해주는 영화, 세상은 원래부터 미쳐있었으니까",10
452,2020.05.04 13:41,아 쌉꿀잼,10
453,2020.04.17 09:53,현제 지금까지 총 6번 본 후기로 말씀드리자면우선 개인적으로는 정말 좋았습니다. OST나작화는 말그대로 영화 보는 내내 정말 소름이였어요 호다카가 스가한테 총을 겨눴을때도 소름이더라구요.. 전 괜찮게 봤습니다!,10
454,2020.04.15 05:05,모든 사람들을 만족시킬 순 없겠지만 적어도 저는 정말 재밌게 본 영화입니다!! 개봉 당시에 영화관에서 두 번 봤어요.. 우선 날씨를 소재로 한 영화인 만큼 배경과 빛 연출이 너무 예쁘고 좋은 영상미에 ost까지 너무 잘 어울렸습니다. 너의이름은도 정말 재밌게 봤는데 꼭 둘을 비교하지 않아도 이 영화도 영화만의 특색이랑 뛰어난 연출을 담고 있다고 생각해요ㅎㅎ 개인적으로 가장 좋았던 장면은 돌아온 뒤 후반부에 도쿄에 비가 다시 거세게 쏟아지는 장면입니다. 신카이마코토 감독님 또 신작 내주셨으면 좋겠어요ㅠㅠ ,10
455,2020.04.12 21:09,너의이름은  감동  비슷하게 느낌  몽글몽글,10
456,2020.04.12 00:46,모든 일에는 리스크가 있다. 그것이 행복일지라도,10
457,2020.04.05 16:34,"더 발전한 화려한 작화와 Ost, 영상미는 정말 최고.. 비오는 날이 나쁘지만은 않을수도",10
458,2020.04.05 03:44,"스토리가 아쉬운건 사실이지만 영화와 완벽히 어울리는 노래, 연출과 영상미는 정말 대단하다고 생각한다. 영화를 보면서, 그리고 보고난 후에도 여운이 남는건 신카이 마코토 감독만의 능력이라고 생각한다.",9
459,2020.04.04 15:58,"스토리는 조금 빈약하지만, 영상미하나는 세계최고다.. 불꽃놀이씬과 대탈출씬은 IMAX로 봤는데 평생 잊지못할 기억",10
460,2020.04.03 04:35,,10
461,2020.04.01 21:30,너의 이름은 감독님이 만드신 영화셔서 보게 됐는데 너의이름은 보다는 스토리가 떨어지는 감이 있지만 작화나 ost가 진짜 이렇게 좋을줄 몰랐네요 진짜 추천합니다 !,10
462,2020.03.31 03:34,,10
463,2020.03.31 02:35,정말 몇번을 봐돔 질리지 않음.. 본인은 너의 이름은 보다 더 좋았음,10
464,2020.03.31 00:42,영화관에서 봤었는데 또 보고 싶어욤 .. 노래도 진짜 좋고 진짜 짱 짱 ㅜㅠ,10
465,2020.03.21 11:00,,10
466,2020.03.13 20:43,꼭봐라,10
467,2020.03.08 05:08,소중한것을 지키기 위하여는 나의 소중한것을 버려야만 할때도 있지만잃기보단 지키고싶어하는 어른과 소년의 갈등,10
468,2020.03.07 12:29,후반부에 호다카가 철로 따라 달려 도착한 폐건물에서 경찰들과 대립하는 부분에서 고조되어 히나와 손을 맞잡고 소리치는 부분에서 절정을 찍음. 이 부분은 진짜 소름돋았던듯. 이 장면 보려고 영화관에서 5번을 봤다갠적으로 내 인생영화. ,10
469,2020.03.04 04:28,스토리는 몰라도 나머진 다 좋았음 근데 VOD언제 풀림...? 왜 아직도 상영중이여,10
470,2020.03.03 22:03,진짜 레전드 영화 나왔다 ㄷㄷ,10
471,2020.03.03 19:42,,10
472,2020.02.25 18:19,만약 나도 같은 상황이었다면 정말 많이 고민했을 것같다. 사랑하는사람과 세상 두가지를 놓고 어떤것을 선택해야 한다면 나는 과연 올바른 선택을 할 수 있을까,10
473,2020.01.26 16:35,"애니메이션이 아닌 예술 그 자체다. 보는 내내 소름돋는 연출과 음악, 영상미는 스토리를 압도해버렸다.",10
474,2020.01.23 20:36,제가 영화보러도 잘안가고 가도 1번밖에 안가는데 이영화는 8번이나 갈정도로 엄청난 영화였습니다. 대구 재개봉 하면 좋겠습니다,10
475,2019.11.11 19:37,"스토리가 진부하고 허술하더라도 결국엔 영상미, OST로 감정을 뒤흔들어버리는 신카이 마코토가 이제는 무섭다.",7
476,2019.11.11 00:02,몰입이 안돼서 큰 감동은 없었지만 영상미와 ost가  끌고 가네요,6
477,2019.11.09 06:12,일본애니라고 안보기에는 드물게도 일본에 대해 상당히 적나라하게 표현한 애니. 스토리는 개연성이 좀 떨어지지만 작화랑 ost만으로도 충분히 볼 가치가 있음.,7
478,2019.11.07 17:39,영상의 98퍼센트는 애니판 기생충 색감.,6
479,2019.11.06 00:41,싸이가 강남스타일을 히트시키고 그 다음 노래로 젠틀맨을 낸 느낌.  뭔가 비슷 비슷한데 스토리가 연결이 잘 안돼고 황당한설정이 있음.,6
480,2019.11.05 21:48,아무리 판타지 영화라지만 현대 도쿄라는 배경을 설정한 이상 어느 정도의 개연성은 갖추어야 했지 않나라는 생각이 든다. 다만 &#39;전체의 이익을 위한 개인의 희생이 과연 옳은가&#39;라는 주제 의식은 적어도 내겐 잘 전달되었고 내가 원체 비를 좋아해서 그런지는 몰라도 비오는 날 특유의 애트모스피어와 동경 고유의 정서가 보기좋게 잘 어우러져 마음에 들었다. ,6
481,2019.11.05 14:14,찌질함의 비극을 잃어버린 마코토 감독의 마지막 원작 영화이길 바라... 과연 본인은 이 결말이 정말 최선이라고 생각했을까?,7
482,2019.11.04 10:43,너의 이름은처럼 아름다운 소년소녀 사랑영화를 기대했는데...ㅠㅠ 내가 느낀거로는 그냥  청소년들의 어른들은 우리를몰라!! 하는 내용의 영상미 하드캐리의 민폐 가출미화 영화,6
483,2019.11.03 17:11,이 영화를 그레타 툰베리가 싫어합니다..,4
484,2019.11.02 19:20,영화본 소감은 '왜?'였습니다,4
485,2019.11.02 13:08,기대하고 보면 실망함 영상미가 넘치는듯하나 스토리가 아쉽.,6
486,2019.11.02 11:02,"신카이 이 양반이 전형적인 애니메이터가 감독 되면 일어나는 현상이다. 유기적인 하나의 스토리를 풀어내는 능력은 없어서, 어떤 단적인 풍경이나 찰나의 순간에 대한 동경을 억지로 전체화 시키려다 보니 개연성 알 수 없는 뜬구름 잡는 전개와 추상적인 갬성을 작화로 덮는거다. 제발 각본가를 구해서 작품을 만들자. ",6
487,2019.11.01 19:44,STORY IS KING.,6
488,2019.11.01 17:34,기승전결은 그냥 &#34;너의 이름은.&#34; 시즌2 느낌.. 감독이 전작의 흥행에 따른 매너리즘에 빠진 것은 아닌가 하는 고민을 해야할 것 같음.최근 신카이 마코토 감독 두 작품 연속으로 다 봤는데 과연 다음 작품이 달라질 수 있을까 하는 생각부터 드네요.감독의 전작을 본 사람과 안 본 사람의 차이가 뚜렷할 것 같습니다. ,6
489,2019.10.31 11:01,딴건 모르겠고 내용은 아니야..,6
490,2019.10.30 19:21,너의 이름은 과 똑같은 연출,4
491,2020.05.31 17:10,세상의 정상적인 것과 비정상은 우리가 정하는게 아니기에 나는 너에게 있어서만 ‘괜찮아’가 되고 싶어,8
492,2020.05.23 06:27,"내 인생영화 리스트에 충분히 들음스토리가 별로라는 글들이 많은데 개인적으로 해석영상들 보면서 숨겨놓은 장치가 많다고 느낌. 애초에 대놓고 호불호로 만든거같기도하고 분명하게 아이들 시점 , 어른들 시점에 따라 영화가 다르게 느껴질거임 아이들은 남녀주인공한테 감정이 기울거고 어른들은 조연들에게 감정이 기울거임영상미,작화,OST는 신카이 작중 최상 퀄리티였음 언어의정원 때 보다 진화한 작화도 짱이고 그냥 영화 장면 하나하나가 머리에서 안잊혀짐 처음 볼때 엄청 충격먹어서 벙쪄서 봐서 두번 세번 보다가 현재 더빙판까지 다섯번정도 봤음 봐도봐도 안질리고 VOD나오면 바로 구매해서 두고두고 볼거같음 하필 원작 개봉시기가 이시국타이밍이라 묻혔는데 절대 묻힐이유없는 영화임 많은 사람들이 봤으면 좋겠음 ",10
493,2020.05.19 23:04,"작년6월에 도쿄에 가서 본 풍경(신주쿠역 주변)이 보이면서, 스토리가 약간 함축적이면서도 아름다운 영상미와 주변을 위한 따뜻한 인간미도 느껴지는 작품입니다.",10
494,2020.05.18 01:11,진짜 너무 잘만들었고  너무 잘만들었고 후반 내내 눈물을.. 완전 강추합니다!!,10
495,2020.03.31 18:29,"개인과 사회, 나와 너. 전작에 이어서 많은 생각을 갖게 한다. 화면과 음원은 환상이다.",9
496,2020.03.29 22:05,"영화에 즐거운 요소, 감동적인 요소, 슬픈 요소가 적당히 알맞게 있어서 영화를 정말 즐겁게 봤습니다.특히 풍경, 자연, 그리고 특히 비가 너무 리얼리티하여 정말 재밌었습니다.  다음 작품이 언제 나올지 모르겠지만 계속 기다립니다. ",10
497,2020.03.28 01:40,개인적으로 너의 이름은보다 날씨의 아이가 더 좋았습니다.얼른 다시 보기를 바라고 있어요,10
498,2020.01.26 13:28,음향과 일러스트를 보면서 태교에도 너무 좋았습니다 또 본다면 꼭 극장에서 다시한번 보고싶습니다,10
499,2019.12.18 15:16,신카이 마코토 감독의 애니는 영상미만으로도 볼만한 것 같습니다.,10
500,2019.12.11 15:33,보면서 중간 중간마다 숨이 턱턱 막혔다고 해야하나 작화랑 OST가 최고입니당,10
501,2019.12.02 03:00,걍최고...말이 필요없다 진짜 신카이마코토님 그리고 등장인물들 그리고 영화를 만드신 모든 스태프분들 이런영화 만들어주셔서 정말 감사드리고 사랑합니다!!!!너의이름은과 더불어 인생 최고의 영화다하트x10000,10
502,2019.12.01 14:39,사나이를 울게 만드네요.,10
503,2019.12.01 03:51,"솔직히 한번보기에는 아까워요 ,,내용다안상태에서 두번은더봐야될듯내용해석하면서,, 개인적으로너의이름은보다 후유증이 오래남는 영화네요,, ost도 미쳤고 둘다좋지만 너의이름은보다 더 재밌었습니다 ㅠ 장면하나하나랑 ost가 어우러져 맞아떨어지는게 너무 소름돋았네요 암튼 최고였습니다 ",10
504,2019.11.29 09:32,맑은 날을 좋아하는 나로서는 백퍼 공감가는 스토리에 실사같은 영상미는 눈호강,10
505,2019.11.28 01:19,스토리 보다도 영상미랑 노래가 진짜 너무너무너무 감동이었어요 진짜 감동.... 막 울뻔 노래 가사 다 알면 진짜 너무 따라 부르고 싶었을정도 ㅜㅜ 오타쿠가 될거같았어요 흡 진짜 아이맥스로 못본게 한... 딱 하루 하는줄 몰라쩌 ㅠㅠ 아이맥스였음 난 그냥 울었어 ,10
506,2019.11.27 15:38,"굉장히 좋은 영화. 현실감 있는 작화, 전체주의 비판 등 많은 것을 담은 영화이다.",10
507,2019.11.25 12:09,영화 이건 꼭 봐야함.않보면 평생 후회함,10
508,2019.11.25 12:09,영화 이건 꼭 봐야함.않보면 평생 후회함,10
509,2019.11.24 21:27,대의 보다는 본인의 행복 선택 인상적이네요특히 비오는 장면 표현이 실감납니다,8
510,2019.11.24 20:59,"최근에 본 여오하 중에 최고네요!일단 스토리가 너무 흥미진진하구요~영상미까지도...1주 후인 오늘 겨울완국2를 봤는데, 너무 비교되됩니다.",10
511,2019.11.24 19:19,"두뇌회전이 안되는 사람들에겐 악평을 두뇌회전이 빠른 사람들에겐 호평을 받을 만한 애니메이션이다. 곳곳에 숨겨진 디테일함은 관람하는 사람들에게 충격적으로 다가온다. 예를 들면 2024년 3월을 나타내는 달력, 오락실 오락기에서 들려오는 자그마한 소리, 그리고 모스부호 등 말이다. ",10
512,2019.11.24 17:22,매우 매우 매우 재밌어요,10
513,2019.11.24 12:05,이 세상의 묻어있는 아름다움을 극대화한 작품. 신카이 마코토 자체의 영화.,10
514,2019.11.24 09:19,불친절 해서 한 번만 본 사람을한테 혹평을 받지만 숨겨진 의미들을 차악하고 재관람 하면 정말 감동적,10
515,2019.11.24 00:26,,8
516,2019.11.23 23:22,직접 보고 왔습니다만 진짜 너무 재미있네요. 8점후반대인데 반올림해서 9점했습니다. 다 좋은데 단점 하나가 있다면 날씨의 아이는 일본 특유의 오버액션? 같은 한국에서 말하는 중2스러움이 좀 있습니다. 이 부분만 제외하면 완벽합니다. 스토리나 개연성도 다들 호불호가 갈리는 것 같은데 저는 오히려 이런 스토리가 딱 맞다고 생각되네요. ,9
517,2019.11.23 18:49,아들이 보자고 졸라서 보러갔는데 정말 재밌었어요!!!감정이 이입되어 눈물이 살짝...,10
518,2019.11.22 21:23,,10
519,2019.11.22 20:45,감동적이고 스토리도 아름다운애니.,10
520,2019.11.22 17:23,,10
521,2019.11.22 15:37,여러모로 생각할 수 있게 만든 영화였다. ost또한 매우 좋았다.,9
522,2019.11.22 13:20,날씨표현의 마술사 신카이..  푹푹 찌는 날씨와 폭우에 잠긴 도시를 한 화면에 담아낼 생각을 어떻게 한거냐 ㄹㅇ,10
523,2019.11.21 22:01,,10
524,2019.11.21 17:23,미친 ost와..너의 이름은 못지 않는 감동과 후유증..후반 부분 호다카가 히나를 하늘 위에서 만날 때 온 몸에 소름이 돋고 눈물이 나왔다..한번 더 보고 싶은데 이제 상영관이 없다..ㅠㅠ,9
525,2019.11.21 15:59,스토리는 아쉬웠지만 사운드 및 영상미는 최고였다고 봅니다다음에도 좋은 작품 내주세요,10
526,2019.11.20 18:49,너의 이름은 보다 별로라는 소리가 많아서 설마하고 갔는데 더 재밌고 순간 전율은 엄청났습니다ㅡ 저는 너의이름은을 재치고 제 인생영화입니다,10
527,2019.11.20 15:28,처음 볼 때는 감동적이긴 했지만 어딘가 어색했지.근데 딱 한번 다시보니까 그때부터 이상할 정도로 감정이 1회차의 몇배 이상으로 밀려들어옴. 사정을 조금 더 이해하게 되었다는 그 차이만으로 몇번이고 더 다시 보고 싶어 ,9
528,2019.11.18 08:27,"영상미가 미쳤고, 너의 이름은 보단 스토리의 개연성이나 연출력이 떨어졌어도 충분히 신박한 스토리구성과 전개였고 감동스럽기도 했습니다.",9
529,2019.11.18 02:54,"처음보다 두번째가 더 몰입되는 영화 스토리가 미흡하다?? 신카이 마코토 작품을 너의 이름은'만' 본 사람들은 그럴 수 있다. 혹시 영화를 볼 사람들은 2번 보는 걸, 평일 오후에 시간이 될때 보는 걸 ...",10
530,2019.11.18 01:34,다시 사랑하고 싶어지고 다시 꿈꾸고 싶어지고 다시 노래하고 싶어지는 애니메이션!,10
531,2019.11.18 00:31,보면서 울었다. 아름다웠다.,10
532,2019.11.17 23:57,2017년 그때의 감동이 되살아납니다 최고입니다~!!,10
533,2019.11.17 23:49,오랜만에 담백한 감동을 느낄 수 있었던 좋은 영화봤네요,10
534,2019.11.17 18:33,신카이감독 다운 영화였습니다.^^,9
535,2019.11.17 18:32,100점 만점 에니메이션.이런 에니를 보는자체를 축복으로 생가하라.너무나 감동적이고.그림체도 환상적이다.,10
536,2019.11.17 14:39,정말 보는 내내 너무 행복하고 그리운 시간이었다. 꼭 봐보세요. 너의 이름은도 재밌었지만 저는 날씨의 아이가 더 재밌었네요.,10
537,2019.11.14 02:09,"애초에 신카이 마코토는 작화랑 연출 때문에 보는 건데, 너의 이름은이 스토리 면에서 기대치를 높여 놓은 듯 싶다... 너의 이름은을 스토리랑 감동 때문에 봤다면 이 영화는 정말 구릴테고, 작화랑 연출 때문에 봤다면 날씨의 아이가 더 나을테고 ",6
538,2019.11.14 00:20,너무 기대해서 그런지 기대 이하였음 영상미는 볼만함,6
539,2019.11.13 15:10,,1
540,2019.11.13 12:10,재미가 없는건 아니였는데 스토리흐름이 조금 너의이름은하고 비슷해서 솔찍히 기대이하였음,6
541,2019.11.13 11:52,"개연성이 그렇게 떨어진다고 생각해 본적은 없음. 다만 112분에 많은 걸 표현하려고 해서 그랬나, 시작전의 뭔 일이 일어났는지를 모른다는 점. 그게 감점요인인 듯 싶다.  1,2점 평점테러라고 생각됩니다. 보고 싶으면 한 번 보는 것도 좋은 경험일듯 싶어요. ",8
542,2019.11.12 11:37,과연 다수의 의견에 소수의 희생은 바람직한걸까? 생각이 많아지고 순수한사랑에 눈물나는영화,10
543,2019.11.12 02:14,히어로가 되고싶지 않은 평범한 두 소년소녀,10
544,2019.11.11 18:04,이성 보단 감성으로 받아들여야 하는 영화,8
545,2019.11.11 09:10,노래도 영상도 결말도 좋았지만 감정이입이 힘들었다.,6
546,2019.11.10 20:06,"미친 작화, 좋은 ost, 나쁘지않은 연출력, 증발해버린 개연성, 공감안되는 작중인물들= 예쁜화면, 단지 그 뿐",5
