,날짜,리뷰,평점
645,2019.05.06 12:31,광수연기대박슬프노....눈물흘렷다,10
646,2019.05.06 11:37,재밌어요.장애에 대해 다시 생각한 것 같아요.,10
647,2019.05.06 10:34,최근에 본영화중 가장 인상깊은 영화였습니다..다시한번 나자신을 되돌아보게 만들어준 영화. 인생에 교훈을 배워가는 영화입니다,10
648,2019.05.06 08:55,진짜 보면서 겁나 울었다. ㅜㅜ,10
649,2019.05.06 08:28,정말 팩트가있었고 광수.. 동구가 세하를 밀어주는걸보니 마음이 뭉클했다,10
650,2019.05.06 01:50,광수 씨 연기에 깜짝 놀랐네요,10
651,2019.05.05 17:00,이런 유쾌한 스토리 너무 좋아  개그..아니 배우 이광수 넘모 좋아요,10
652,2019.05.05 16:39,영화보고 잘 안우는데 이거 보고 엄청 울었어요 ㅠㅠ이광수씨랑 신하균씨 두분 다 연기 너무 잘하시고 보는 내내 너무 몰입해서 봤어요웃긴장면도 많고 마음 아픈 장면도 많아요 시간 가는줄 몰랐어요 꼭 보세요,10
653,2019.05.05 16:29,코믹하고 찡하고~정말 지루하지 않게 본 영화입니다신하균씨는 연기를  잘하시기 때문에 의심하지 않고 보는편인데 이영화에서 이광수씨의 연기력을 새롭게 봤어요~~^^,10
654,2019.05.04 12:05,사회적약자들을 다시한번 이해하고 배려하게 해주는 따뜻한영화라서 좋았고 이거보고 바로 라면먹으러갔습니다 가족과 함께 관람해도좋고 연인사이 친구사이도 괜찮은 누구나 공감할수있는 따뜻한영화였습니다 운건 안비밀,10
655,2019.05.03 20:22,Be Happy! 라면 먹고 싶어집니다~,8
656,2019.05.03 00:25,억지스럽지 않고 영화 내내 울고 웃는 영화. 좋아요,10
657,2019.05.02 23:56,엔드게임 안보고 이거 봤는데 절대 후회 없습니다.,10
658,2019.05.02 23:20,최근본영화중 제일 좋아요,10
659,2019.05.02 23:16,이광수 최고다 평점 처음 남겨본다 다음 영화도 꼭 보러갈게 화이팅,10
660,2019.05.02 21:03,광수오빠때문에 본 영화인데 다른 배우님들과 광수오빠 연기까지 워낙 잘하셔서 진짜 웃고 울고 했네요 ~ 라면은 또 어찌나 맛있게 드시던지? 500만 돌파하여 런닝맨 꼭 나오셔요 신하균님두요~~~,10
661,2019.05.02 16:36,"두 번 봐도 감동과 재미 넘칩니다. 생각하게 되고, 돌아보게 하는 영화에요. 연기들도 정말 잘합니다.",10
662,2019.05.02 14:38,어벤져스  끝나고 나왔으면   씹어 먹었을듯,10
663,2019.05.02 06:08,또보고 싶어요.내배우 하균신~~광수배우 최고의 연기도 넘 좋았습니다!!,10
664,2019.05.02 03:42,500만 가즈아~~~,10
665,2019.05.02 03:28,웃고 울고 꼭 추천하는 영화 조만간 한 번 더 보러가야지 신하균 이광수 연기 진짜 잘한다. 인생영화등극,10
666,2019.05.02 00:42,너무 재미있게 봤어요 다들 연기도 엄청 잘하고.. 500만찍고 런닝맨 가즈아 ~~!!,10
667,2019.05.02 00:28,무난하게 가족들이랑 보기 좋습니다,8
668,2019.05.01 22:58,너무 무겁지도 않고 웃기고 슬프고 재밌게 풀어낸 이야기 내용이 내용인데 지루하지않아서 놀랐다 9점,10
669,2019.05.01 22:33,솔직히 동구 엄마가 왜 그랬는지 이해를 잘 못하겠더군요 굳이 이제 와서 데리고 가려는것도 이상하고,8
670,2019.05.01 21:07,웃고  울고~웃고 울고 지루할틈도 없이 간만에 재밌게 봤네요~^,10
671,2019.05.01 21:06,별 기대없이 봤는데... 너무 재미있게 봤어요~,10
672,2019.05.01 21:05,좋아요..애들과 봐도 충분히,10
673,2019.05.01 21:05,눈물날것 같아요ㅠㅠ그리고 재미있게 봤어요,10
674,2019.05.01 10:45,이광수가 이렇게 연기를 잘하다니..,9
675,2019.05.01 10:45,광수를 예능인이라고만 생각했던 나를 되돌아보게 한 이 영화..광수는 연기할떄가 젤 멋져 ㅋ,10
676,2019.05.01 10:23,아침부터 보면서 웃기도 많이 웃고 울기도 많이 울고ㅠㅠ,9
677,2020.01.12 20:29,이거 보면서 5번정도 울었다 웃었다 한거같다...이거 볼때 휴지 챙기라,10
678,2019.05.11 09:58,조선특유의 억지감동신파극 지겹다,1
679,2019.05.09 15:52,이거보면 라면먹게됨 ㅅㄱ,10
680,2019.05.06 16:41,그냥저냥 그냥저냥 그냥저냥,6
681,2019.05.06 13:25,내가 기대를 너무 많이하고 본건가....? 배우들의 연기는 훌륭했지만 너무나 뻔한 스토리전개 때문에 나중엔 솔직히 지루했음...,6
682,2019.05.05 20:56,하균이형 런닝맨 보내드리자!!,10
683,2019.05.05 18:53,믿고보는 신하균 연기력...,10
684,2019.05.04 16:25,볼만함 이광수씨 은근연기잘함 근데 자꾸 런닝맨 생각나서 감정이입이  좀 힘들었음 ㅋ,8
685,2019.05.03 18:26,사람은 태어난이상 끝까지 살아야할 책임이있다.,10
686,2019.05.03 11:23,처음부터 끝까지 재미없다.,1
687,2019.05.03 09:42,전개가 ㅈㄴ 답답해 OO,1
688,2019.05.02 22:54,500만 가능 할듯???? 옆에서 여친 울었음,10
689,2019.05.01 23:06,이건 이광수의 재발견이다 .,10
690,2019.05.01 21:49,내인생 최대 힐링영화 너무 잘 봤습니다.,10
691,2019.05.01 21:48,신하균씨야 원래 연기자이시지만 이광수씨가 연기자였었나요?캐릭터에 잘 녹아들어 감동이었네요~이대로 쭉 연기의 길을 가도 될것 같아요!,10
692,2019.05.01 21:47,이광수 신하균 생각보다 잘 맞았던거같음,10
693,2019.05.01 21:47,전혀 기대없이 봤는데 너무 재미있고 감동적인 영화였어요! 꼭 한번씩 보시는걸 추천드려요!,10
694,2019.05.01 21:46,뻔한 스토리를 예상했는데 의외의 감동과 재미가 있었음이광수 재발견   이솜 이뻐요,9
695,2019.05.01 20:48,광수!광수!광수!신하균!,8
696,2019.05.01 20:48,이광수 신하균의 연기로 영화 끝너무 잘봤음,10
697,2019.05.01 17:01,"기분좋은영화!!눈물.웃음이 있는 힐링영화,,,",10
698,2019.05.01 16:21,vip시사회로 조금 일찍 보았었는데 정말 재밌고 감동적인 영화입니다 :),10
699,2019.05.01 16:11,와 이광수 신하균 배우 연기력이 최고다... 연기 구멍도 없고 스토리도 탄탄한 영화예요,10
700,2019.05.01 16:08,웃다가 울다가 정말 지루함없이 재밌었다. 재밌었다,10
701,2019.05.01 16:02,재미있었습니다!!!,8
702,2019.05.01 15:06,익숙한게 무서운법웃고울고재밌게 잘봤어요,8
703,2019.05.01 14:15,오랜만에 따뜻한영화를 봤습니다,8
704,2019.05.01 13:33,감동+코믹+웃음~+우정~~오늘 봤는데 정말 재밌게 잘 봤어요~^^,10
705,2019.05.01 12:44,기존 장애인을 그린 영화들은 많았지만 나특형같이 둘 다 장애를 가졌는데 그 약점을 서로 보완해주면서 한 몸같이 사이좋게 세상을 살아가는 모습이 이렇게 따뜻한 이야기는 처음 보는듯합니다.,8
706,2019.05.01 10:41,글을 안남길수가 없네.. 정말 괜찮은 영화한편을 본듯하다,10
707,2019.05.01 10:12,"약속,도장, 복수!!",10
708,2019.05.20 13:45,꼭 보세요!! 지루하다가 잠든 영화입니다!,1
709,2019.05.11 01:18,대학 갓 졸업한 초짜가 헐레벌떡 만든 듯하다.,5
710,2019.05.07 03:25,잘 모르나 본데 이광수는 연기를 잘 하는게 아니다. 너무도 어설프고 억지로 관객에 울음을 짜내려는 멍청한 액션일 뿐 아역에 연기가 더 좋은듯 보인다. 어벤을 보고 볼것이 없어 영화순위에 억지로 올라간 꼴등 2위 영화 라면 먹는 모습만 잠시 웃겼다.! ,1
711,2019.05.04 22:10,장애인과 비장애인만의 스토리가 아닌 모든 사람들에게 메세지를 전하는 따뜻한 영화였네요. 완벽한 사람은 없죠~ 누구든 모자라고 부족한 부분이 있고.. 서로가 가지고있는 재능을 조건없이 나눠 채워주는 존재를 만난다는건 참 대단하고 아름다운 일인것같아요.. ,10
712,2019.05.02 09:04,솔직히 극한직업보다잼,10
713,2019.05.01 20:46,"너무너무 감동적이었어요.. 연기하신 신하균, 이광수 두 배우 정말 최고 ㅠㅠ 솔직히 내용 전개는 뻔했지만 말도 안되는 억지스러운 전개가 아니어서 좋았어요. 그리고 라면 먹여주는 장면은 정말 재밌었습니다 ㅎㅎㅎ +배우...",10
714,2019.05.01 20:35,잔잔한 드라마지만 이것저것 많은 생각을 하게했던 영화네요..서로 필요한 존재로 위하고 아끼며 같이살면 그게 가족인거죠..,9
715,2019.05.01 17:36,정말  감동있는 최고의 영화 보면서 이광수와 신하균의 캐미와  연기력에 감탄하고 특히 이광수의 행동과 표정연기가 일품이였다. 많이 웃고 마지막 수영대회 장면에서는 눈물을 흘렸다.,10
716,2019.05.01 17:32,가슴한켠이 뭉클해지는 영화.,10
717,2019.05.01 17:32,근로자날이라 딸이랑 어벤져스 보려다 길다고해서 특별한형제봤는데 진짜 재미있었어요. 이광수 신하균 연기도 최고! 결말도 따뜻하고 울고웃다왔어요. 이광수의 수영실력과 매끈한다리가 멋짐ㅋ 라면은 뜨거운거임.,10
718,2019.05.01 17:20,눈물고웃음으로영화를관람했어요 ~울고웃는영화 개봉예고편으로 보고싶었는데 개봉날 보게되어 너무 좋습니다~감동적인영화 감사합니다~이광수님 신하균님 이솜님 수고하셨습니다~,10
719,2019.05.01 15:58,영화 보는동안 시간 가는줄도 모르고 봤습니다 이광수 최고,10
720,2019.05.01 15:50,엄마랑 둘이 같이 영화를 봤는데 정말 좋았습니다 이광수님의 연기가 인상적이었고 물론 신하균님은 연기를 원래 잘하셔서 믿고 볼수 있었습니다 ?? 잔잔하고 악역없는 좋은영화였습니다,10
721,2019.05.01 15:47,배우의 연기에 놀라는 영화였어요. 시간이 금방가는 영화.,10
722,2019.05.01 15:45,"이광수와 신하균의 살아있는 연기 대박!! 감동과 적절한 웃음에, 시간 가는 줄 모르고 재밌게 봤습니다^^",9
723,2019.05.01 15:00,기대안하고 가서 봤는데 너무 좋은 영화. 웃음과 감동 다 잡음,10
724,2019.05.01 14:50,너무 재밌고 감동적인 영화네요,10
725,2019.05.01 14:34,나름코믹도 있고 감동도있고 볼만했습니다,10
726,2019.05.01 14:22,정말 많이 울엏어요강동입니다,10
727,2019.05.01 13:13,기대이상으로 너무 재미있었어요!!ㅠㅠ 신하균 배우님의 연기는 물론이고 이광수 배우님의 연기로 영화관에서 엄청 울었어요ㅠㅠ 재밌게 잘봤어요오!!ㅎㅎㅎ!!,10
728,2019.05.01 13:09,웃기도 하고 울기도 하면서 재미있게 본 영화,10
729,2019.05.01 12:43,"따뜻하고, 억지도 없는 좋은 영화.",10
730,2019.05.01 09:13,기대했던 것보다 훨씬 좋았어요! 음악도 배우 연기도..,10
731,2019.05.25 02:11,현실성 제로. 1. 이솜같은 장애인 자발적으로 돕는 여자가 어디있냐 2. 세상 어느 구청7급공무원이 장애인 신하균형제에게 집을제공함? 3. 이광수버린 엄마가 찾아와서 소송하는것도 오바고 4. 그쪽 재혼한 아버지. 딸까지 잘해주다니 이건좀 너무 판타지다 ,1
732,2019.05.09 09:06,이런거 좀 만들지 마라 휴..,1
733,2019.05.03 16:52,영화관 갔다가 똥밟음ㅠ,1
734,2019.05.01 14:46,웃고 울면서 재밌게 잘 봤어요!감동적이네요ㅠㅠ,10
735,2019.05.01 14:32,재밌었어요ㅠㅜ웃음도 자극적이지않고가족끼리 가족의달에 보기좋은 영화인것 같아요연기최교bbb,10
736,2019.05.01 09:40,존나게 재밌네요 꼭 어머니랑 보세요,10
737,2019.05.01 09:38,어제 시사로 미리 봤어요. 기대 안하고 있었는데 안본 분들도 지레짐작 그리 생각하실까봐 평 남겨요. 뻔할 것 같았는데 웃고 찡하고 감동받구 왔어요 ㅜㅜ 간만에 보는 따뜻한 한국영화. 보고나면 기분 좋아져요,10
738,2019.05.06 14:08,솔직히 평점에 속아서 봤습니다.  뻔한스토리에요.. 볼만은 하나 극장가서 돈주고 보기에는..? 조금?  애매하네요 진짜 명작이다 재밌다 하는 댓글들은 다 알바로 보이네요이런댓글 안다는데 빡쳐서 답니다. 솔직히 7점 정도가 적당함 ,6
739,2019.05.01 20:03,감정이 메말랏는지 웃은적도 눈물난적두 없구 그냥 그랫어요 전..,4
740,2019.05.01 09:49,어벤저스보고나니 걸린영화가 없어서 봤는데 관람시간내내 드라마인데 지루하지 않았던.. 요즘 많은 사람들이 괴로워 하는 인간관계.. 권해요배우의 주례가 참 와 닿았다. 신하균배우 지구를지켜라때부터 팬인데 늘 연기는 만점! 이광수배우님도 다시봤어요! ,10
741,2019.05.01 09:18,보고나면 기분 좋아지는 영화,10
742,2019.05.20 23:26,제발 속아 보지마라 알바들 작작해라 제발 내 생에 처음으로 댓글 평점 달게 한 영화가 이 영화가 처음이야..억지 감동 억지 웃음 노잼..,1
743,2019.05.10 17:38,너무 뻔하고 재미없음.,4
744,2019.05.06 14:03,"영화의 개연성이 너무 없습니다 주인공들의 관계가 억지스러운점이 많아서 공감을 못끌어냅니다 현재평점 9.3인데, 6.5점이 적당할것같습니다 지루하고 뻔하고 억지스럽고 보지마세요 후회합니다 왠지 아시아프린스 광수 알바가 평점조작한거같은데 ... ",2
745,2019.05.03 20:41,제 스타일은 아니였어요,1
746,2019.05.03 20:46,왜봄? 돈아까움 시간아까움;;,1
747,2019.05.01 19:36,어벤져스 엔드게임 한번 더 보세요,1
748,2019.05.02 23:12,지...루....해요....ㅠㅠ,2
749,2020.03.18 05:43,신하균이 오랜만에 영화 잘 고름 ㅠㅠ,10
750,2020.03.11 15:15,많이 울었어요ㅜㅜ너무 감동적이광수 연기 최고,10
751,2020.02.06 11:51,이광수 씨 연기 잘하시네요 ㅎㅎ 억지감동이 없어서 더 좋습니다,10
752,2020.01.26 13:39,"진짜 감동적이었던 영화. 20살인 내 미래 직업을 사회복지사로 생각하게 해볼만큼 내용과 연기 등등 20세 인생중에 최고의 영화로 꼽을 수 있다. 아, 그리고 누가 그랬는데 증인의 김향기가 장애인 연기를 정말 잘 했다면, 이광수는 그냥 장애인이라고 하더라구요. ",10
753,2020.01.24 22:46,"생각보다 감동이 크네요~ 이광수,신하균 배우님의 연기가 돋보였어요~~",10
754,2020.01.24 22:46,광수배우의 재발견!!!!♡,9
755,2020.01.24 22:44,이광수 연기이렇게 잘했었나? 울고 웃다가 연화가끝났네요 10000점드립니다,10
756,2020.01.24 22:42,이렇게 연기잘하는형이 런닝맨에서 바보취급을 받고있네ㅋㅋㅋㅋ 광수형 화이팅,10
757,2020.01.24 22:16,연기도 너무 좋고 지루할틈없이 재밌어요!!3번은 본듯!! 재미와 감동 둘다 잡은 영화라고 생각되네요~ 생각보다 흥행못해서 아쉽다ㅠㅠㅠ,10
758,2020.01.24 21:57,신하균 님&이광수 님 연기 실력 완전 탁월했어요. 스토리 매우 감동적이고 눈물 흘릴 정도로 슬펐어요. 신하균 님과 이광수 님 최고의 배우들이세요. 다른 영화에서 또 뵙고 싶어요. 역할을 잘 소화하시는 두 배우님께 박수를 칠 만해요. 존경합니다. ,10
759,2020.01.24 21:53,동구는 사랑스럽다 사랑해~,8
760,2020.01.24 21:53,광수 연기 맞나 ㅋㅋ 스토리는 그냥 그런데 광수 연기 보는 맛에 봄,10
761,2020.01.24 21:44,이광수 연기 진짜 대박!!!ㄷㄷ,10
762,2020.01.24 21:41,이영화 완전 추천드려요   재미보다 감동이있는영화였다 마음이 실금을 울리는 영화 였어요 ^^ 눈물이 나올뻔한 영화 였어요 마음이 짠해지고 마음이 이상하다,10
763,2019.12.02 23:30,뻔한 스토리를 뻔하게 끌고간다. 이광수의 재발견.,6
764,2019.11.20 03:27,얼~~~광수~!!! ♡,8
765,2019.11.11 22:36,장애인과 일반인이 아니라 장애인과 비장애인이 있다 늙어서도 어이없는 사고에도 장애인이 될 수 있다 편견을 버리고 태어 났으면 사는게 그게 할 일 이다 그러면 족하다,10
766,2019.11.10 22:06,비장애인과 장애인의 차이에 대하여 생각해 보는 시간이 되었습니다. 정말 잘 보았습니다!!,9
767,2019.10.27 23:20,광수오빠 연기를 이렇게 잘했었나 새로운 모습!,10
768,2019.10.15 19:33,신하균 이솜 연기 좋고 특히 광수형 연기 대박쓰,10
769,2019.07.19 16:38,이광수의 연기가 돋보였음. 많은 사람이 봤으면 좋았을텐데 아쉬운 영화.,10
770,2019.07.19 13:10,사소한것에 감사해야겠단 생각을 들게 하는 영화였어요,10
771,2019.07.17 14:20,이광수배우 연기 잘하고 감동적이였다,9
772,2019.07.16 10:51,fsdgdhgfdh,10
773,2019.07.15 21:53,어찌 보면 뻔한 스토리 뻔한 감동... 오히려 그래서 좋았음. . .,10
774,2019.07.15 02:00,보는 내내 가진것 없다 불평한 내 모습을 반성하게 되었다ㅠ 인생 영화 넘어서 두구두구 기억해야할 일생 영화ㅠㅜ,10
775,2019.07.15 01:03,"전체적으로 영화적 짜임새는 괜찮았다.위트와 감동요소도 있었다. 다만 후반부로 갈수록 지루한 느낌, 뻔한 느낌으로 영화의 긴장감이 떨어지는 면은 아쉬웠다.",8
776,2019.07.14 09:25,건강하게 살아가고 있음을 감사하게 생각해라,8
777,2019.07.14 09:20,재밌게봤머요 추천함ㅎ,10
778,2019.07.14 03:46,이광수 연기 너무 멋있었어요 대박..우는 장면에 같이 울었다는...,10
779,2019.07.13 16:58,약한 사람들끼리 책임지고 사는 것! 신파없이도 펑펑 울었다!,7
780,2019.07.13 16:02,"담담하게 하지만 깊이있는 감동을 주는 영화. 잠시 있었던 그런 생각을 다시 할 수 있게 해주었다. 그리고 이광수의 돋보이는 연기, 신하균의 안정감 있는 연기. 매우 좋았다. 또한 시나리오와 연출, 나무랄 데가 없었다. 드러나지 않는 노력이 보인다. ",10
781,2019.06.27 01:35,형..집에가자..눈물 왈칵....,8
782,2019.06.26 22:28,광수야 최고다!!! 재밌다 .,10
783,2019.06.26 14:38,재밌고 감동이였습니다,10
784,2019.06.25 11:44,뻔한데 뻔하지않아요오열 ㅠㅠ,10
785,2019.06.24 23:08,광수가 괜히 아시아 프린스가 아니였어 엄지척,9
786,2019.06.23 23:42,"탄탄하다. 웰메이드 수작이다. 눈물은 그렇게 나오지 않아 오히려 더 괜찮았다. 이광수, 다시 보인다.",8
787,2019.06.23 14:02,이광수님 아역 이광수님이랑 존똑,10
788,2019.06.22 23:03,너무 재밌게 감동깊게 본 영화~이런영화가 자주 등장했으면 좋겠어요~울고 웃으며 봤지만 한번 더 생각하게 되는 그런 영화였습니다.최고에요~,10
789,2019.06.22 20:51,아... 신하균연기 다시한번 감탄이고이광수는 런닝맨으로 인한 선입견을 완벽히 깼네요ㅠ 너무 감동적으로 봤네요,10
790,2019.06.21 14:34,영화에 나오는 캐릭터들 보고 정말감사했어요.아직 이세상에는 좋은분들이 남아있는게 살만한 세상이구나.이광수 연기상받을만하다.좋은 영화만들어줘서 감사합니다.,10
791,2019.06.20 23:36,힐링영화입니다. 가족들이랑 보기 좋아요!,10
792,2019.06.20 16:09,뭔 수식어 필요없이 그냥 최고.,10
793,2019.06.20 00:29,우리 하균씨 하고픈거 다해♡♡,10
794,2019.06.19 18:29,책임의집 침대에서 광수가 울때  같이울었음. .그어떤 요즘 영화보다 감동적이었음,10
795,2019.06.19 16:14,강추ㅜㅜ 재미 감동 다 있어요 배우분들 연기짱짱♡,10
796,2019.06.19 11:15,잔잔한 영화 이광수 다시봄,8
797,2019.06.16 15:14,현실적인 대한민국 장애인의 삶을 잘 묘사하면서. 가슴 따뜻하고 뭉킁한 감동과 웃음을 주었던 좋은 영화 같다.,9
798,2019.06.07 00:03,난 울었다.장애인 어떻게 행복하게 살 수있나요?,10
799,2019.06.06 16:49,가족들이 같이 보기에 적절한 재미와 감동이 있다,8
800,2019.06.06 11:51,너무 재밌었어용 ㅎㅎㅎ,10
801,2019.06.06 01:25,보는내내 어떤 암적인 스토리가 나올까 짜증났었는데 그른거 1도 없고 웃음과 감동 그자체였다. 올해 한국 최고의 영화,10
802,2019.06.06 01:19,이광수씨 때문에 펑펑울었어요... 눈물이 멈추질 않네요. 감동적이고 마음이 따뜻해지는 영화. 안보신분들 꼭 보셨으면 ♡♡,10
803,2019.06.05 08:19,누구도 그렇게 태어나고 싶지않고 누구도 버림받고 싶지않다. 그래도 태어났으니까 끝까지 살아가는건 맞는거같다. 그 인생이 비록 시궁창에 처박혀 태어난 구더기나 똥파리라도... 태어나기도 전에 사라지는 것보다는 엄청난 축복일테니... ,9
804,2019.06.03 03:26,"이보다 자연스럽게 웃기고울리고극본,연출,연기 다 훌륭하다 한국영화라 까는 몇사람 이해불가",10
805,2019.06.01 23:21,울다가 웃다가 광수연기 좋으네요,8
806,2019.06.01 20:48,배우들이 현실연기했네  맨날 싸우고 억지스토리보다가 힐링지데로~~광수연기잘하는거 알았는데 더발전됨 짱,10
807,2019.06.01 19:37,재미있는 영화였습니다.,10
808,2019.06.01 17:59,오랜만에 맘 찡한 영화 봤네요장애인에 대해 다시 생각하게 하는 영화입니다. 꼭 보세요. 잼있어요,10
809,2019.06.01 16:48,아ㅠㅠ 미친 보고 진상마냥 울었어욬ㅋㅋㅋㅋ너무 좋고 재밌었습니다!!!,10
810,2019.06.01 16:26,너무 재밌어용 진짜 웃기면서 슬프고 감동까지..이영화 짱이에요,10
811,2019.06.01 15:26,"약속, 도장, 복수... ㅠㅠ좋은 영화 만들어주셔서 감사해요~!!!",10
812,2019.05.31 13:19,뭉클 그러나 약간에 아쉬움,8
813,2019.05.31 12:27,광수의 재발견 재미있어요,8
814,2019.05.30 00:06,이광수 안보이더니 연기 공부 겁나 했나보내;;지적장애  연기 잘못하면 엄청 닭살 돋던대어색 1도 없이 영화 본듯;; 신하균이야  내공이  많아서 다들 알겠지만..  의외로 이광수가 캐리해주내,8
815,2019.05.29 23:40,감독님 영화 잘만드셨네요. 이광수씨 연기 잘봤습니다.,10
816,2019.05.26 17:18,왜 어벤져스랑 붙었오요...,10
817,2019.05.26 17:12,잘봤어요~ 훈훈하고 감동적인 영화,8
818,2019.05.26 10:50,마음대로 움직일 수 있다는 것 만으로도 남들만큼 생각할 수 있다는 것 만으로도 감사함이 느껴지는 영화. 그리고 부족하지만 더불어 산다는 것이 진정 무엇인지 보여주는 영화였다,9
819,2019.05.26 07:59,좀 지루했지만 감동은 있네요배우들 연기가 좋았어요~,6
820,2019.05.25 20:56,진짜 이광수 나온다길레 재밌을줄 알았고초반부에 재밌다고 하는 웃음 포인트들이 조금씩 있어서 개그장르구나 했는데진짜 소리없이 움....뒤 봤는데 다 눈물바다 너무 슬펏음 근데 예뻣고 재밌고 좋았음,10
821,2019.05.25 18:37,이런 영화가 정말 잘되야 된다고 생각해요 영화가 일단 깊은 메시지를 담고 있으면서도  밝아서 넘 좋았구요 장애인이나 비장애인이나 서로 부족란걸 채워주는게 뭔지 조금 배운 거 같아요 행복한 기운을 주셔서 감사합니다 ^^ ,10
822,2019.05.24 11:50,난 이솜때문에볼꺼팬 공감,10
823,2019.05.23 17:24,가족이 함께 보기 좋은 영화네요. 이광수가 이렇게 연기를 잘 하는 줄 몰랐네요.,9
824,2019.05.18 21:32,이광수님이 이렇게 연기를 잘했나요? 보는 중에도 보고 나서도 감탄밖에 안나옵니다,10
825,2019.05.18 21:27,연기도 좋고 내용도 좋아요,10
826,2019.05.18 21:18,너무웃겨요 진짜 연기가아니라 진짜같애ㅋㅋㅋ,10
827,2019.05.18 16:24,"초등 3,4학년 애들과 함께봤는데 모두 울면서 나왔어요ㅠㅠ웃다가 울다가 재미있고 감동까지 정말 최고입니다",10
828,2019.05.18 16:20,나름 생각할 수 있는 영화였어요,10
829,2019.05.18 15:54,오랫만에 감동적인 영화봤네요연기력도 틈이 없이 넘 좋았어요,10
830,2019.05.18 15:39,현실적이여서 더 집중이 잘 된것 같아요//,10
831,2019.05.18 15:22,너무 슬프고 재미있었어요 ㅠㅠ,10
832,2019.05.18 15:10,현실적이고  유쾌한  마무리,10
833,2019.05.18 14:09,조아조앟조항조잉조앙,10
834,2019.05.18 13:55,이광수 연기력에 정말 놀랐습니다,8
835,2019.05.18 12:19,좋았어요ㅋㅋ..ㅋㅋ 이게 실화군요....오랜만에 권해효 너무 반가웠어요 ㅋㅋㅋ,8
836,2019.05.18 02:46,"성숙한 시선, 정도를 지킨 착한 영화",7
837,2019.05.17 17:48,연기 좋고 재미도 있고 방가방가 감독님이라 연출도 좋고 굿!,8
838,2019.05.16 18:48,진짜 재밌었어요 눈물펑펑ㅠㅠㅠ,10
839,2019.05.16 17:29,꼭 보세요  재밌습니다ㅎㅎ,10
840,2019.05.16 17:11,광수 배우님 연기 너무 잘하셨어요 ㅠㅠㅠㅠ 진짜 펑펑 운 영화 ~~ 두번째 운영화네요~~~~ 연기 넘 잘하셨어요! 신하균 배우님은 당연히 잘하시구요ㅠㅠㅠㅠ,10
841,2019.05.16 16:39,마음 따뜻해지는 영화입니다.약한자들끼리 도와가며 살아야한다...,9
842,2019.05.16 16:29,신하균과 이광수 이솜 주연들의 명콤비,10
843,2019.05.16 02:13,웃음과감동이적절하게섞여있는꽤잘만든영화...평점8.7점주고싶다...,8
844,2019.05.15 23:23,"감동이 있는 따뜻한 영화~웃다가 울고 마음이 힐링이 되는 영화~신하균, 이광수, 이솜 배우님들 모두 화이팅!500만이상 갑시다!",10
845,2019.05.15 23:10,넘 재미있게  봤어요.이광수 연기 넘 잘하는되요 ..ㅎ ㅎ,10
846,2019.05.15 22:56,이광수 연기 굿/ 아역 연기 굿!,10
847,2019.05.15 21:54,"건강하고 가슴 따뜻해지는 영화~배우들의 연기, 시나리오, 연출 모두모두 좋았던 영화 강추~^^",10
848,2019.05.15 19:29,복수가 이렇게 슬픈 말이었나,9
849,2019.05.15 17:29,감동적입니다. 내 옆에 있는 사람들에게 더 잘하고 싶은 마음이 듭니다,10
850,2019.05.15 16:49,현실적이고 사람다운 영화 - 새로운 시선을 심어주는 기회가 됩니다,10
851,2019.05.15 16:42,재밌어요! 울고웃고다했네요ㅠㅜ,8
852,2019.05.15 16:26,진짜 진짜 재밌었어요     또 보고 싶네요ㅎㅎ 그리고 광수님 맨날 예능에서만 보다가 영화 보니까 색다르고 연기 진짜 잘하시네요   !!!!,9
853,2019.05.14 21:37,와 이광수 연기 개잘하구 재밌어요 꼭보세요,10
854,2019.05.14 16:59,평범했어요. 볼만한 의미가 있는 영화였습니다.,7
855,2019.05.14 16:16,잔잔한 스타일에 영화 댓글처럼 라면이 땡기기는 하더라구요~^^,6
856,2019.05.13 23:40,최고였어요. 많은 생각을 하게 해준 영화입니다. 웃고 울고 시간가는 줄 몰랐어요.,10
857,2019.05.13 20:18,이광수가 연기 이렇게 잘할줄이야..♥보면서 마음의 감동이 계속 왔던 영화..,10
858,2019.05.13 20:05,감동이네요.중간 중간 웃긴것도 있고.서로 도우면서 살아가는게 대단한것 같아요.부족한부분을 채워준다는거.쉽운게 아니라고 생각하는데...정상인들도 저정도까지 할수 없잖아요.서로 의지하면서 행복하게 살아가는게 그게 제일 ...,8
859,2019.05.13 19:22,이광수 배우가 연기 잘하는건 알고 있었지만 이렇게 잘할 줄은 몰랐어요!!,8
860,2019.05.13 19:01,영화관 나와서 바로 라면 먹으러 갔다.... 뜨...뜨거워... 후루룩~!!,10
861,2019.05.13 17:27,평점 잘안남기는데 오랜만에 처음부터 끝까지 재밌게봤어요 마음이 포근해지는 영화에요~,10
862,2019.05.13 17:24,진짜너무 재미있었어요,10
863,2019.05.13 17:20,감동적이고 유익합니다,10
864,2019.05.13 17:04,눈물없이 볼 수 없는 영화네요ㅜㅜ 울다 웃다 했어요,10
865,2019.05.13 16:48,연기 진짜 잘하세요옹ㅜㅜ 진짜 엄청 울었어욥ㅜ,10
866,2019.05.13 16:23,재밌어요 감동적입니다,10
867,2019.05.13 16:22,이런거 잘안쓰는데 재밌고 슬프고ㅜㅜ,10
